,artist(s),track,market,release date,danceability,energy,loudness,mode,acousticness,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,language,languages,lang 1,lang 2,lang 3
408,DHARIA,Sugar & Brownies,in,1/14/21,0.453,0.538,-8.212,1,0.449,0.0638,0.0,0.19,0.516,122.973,204533,4,en,"['en', 'ig']",0.88888889,0.11111111,0.0
409,Ritviz,Udd Gaye,in,1/14/21,0.595,0.817,-6.187,0,0.000712,0.0474,0.0386,0.142,0.483,144.961,180414,4,hi,"['hi', 'gu', 'mr']",0.69047619,0.07142857,0.04761905
410,"Mithoon, Vishal Mishra, Asees Kaur",Jaan Ban Gaye,in,1/14/21,0.537,0.419,-11.585,1,0.76,0.0414,1.07e-05,0.107,0.292,132.261,211674,4,hi,"['hi', 'gu', 'en']",0.72727273,0.24242424,0.03030303
411,Ed Sheeran,Shape of You,in,1/14/21,0.825,0.652,-3.183,0,0.581,0.0802,0.0,0.0931,0.931,95.977,233713,4,en,['en'],1.0,0.0,0.0
412,"Jasmine Sandlas, Garry Sandhu","Illegal Weapon 2.0 (From ""Street Dancer 3D"")",in,1/14/21,0.805,0.919,-1.294,1,0.101,0.0938,0.00343,0.0598,0.494,94.993,188606,4,hi,"['hi', 'ne']",0.95652174,0.04347826,0.0
413,"Jasleen Royal, Prateek Kuhad",Kho Gaye Hum Kahan,in,1/14/21,0.778,0.227,-16.191,1,0.983,0.0379,0.14,0.113,0.38,116.033,213056,4,hi,['hi'],1.0,0.0,0.0
414,"Sachet-Parampara, Parampara Tandon, Nora Fatehi",Chhor Denge,in,1/14/21,0.528,0.777,-3.229,0,0.483,0.0379,0.0,0.0754,0.493,94.949,257416,4,hi,"['hi', 'gu']",0.96551724,0.03448276,0.0
415,Alessia Cara,Scars To Your Beautiful,in,1/14/21,0.573,0.739,-5.74,1,0.0285,0.129,0.0,0.111,0.451,97.085,230227,4,en,['en'],1.0,0.0,0.0
416,Alan Walker,Faded,in,1/14/21,0.589,0.651,-5.097,1,0.0291,0.0306,3.2e-06,0.111,0.166,90.011,212627,4,en,['en'],1.0,0.0,0.0
417,Darshan Raval,Rabba Mehar Kari,in,1/14/21,0.475,0.636,-5.293,1,0.47,0.0389,0.0,0.116,0.333,80.171,208875,4,hi,"['hi', 'jw', 'ar']",0.72,0.06,0.04
418,Ariana Grande,7 rings,in,1/14/21,0.778,0.317,-10.732,0,0.592,0.334,0.0,0.0881,0.327,140.048,178627,4,en,['en'],1.0,0.0,0.0
419,Gur Sidhu,Gabru,in,1/14/21,0.776,0.78,-5.939,0,0.101,0.129,0.0,0.109,0.648,139.918,171429,4,hi,"['hi', 'gu', 'ml']",0.39705882,0.23529412,0.13235294
420,"Arijit Singh, Nikhita Gandhi",Qaafirana,in,1/14/21,0.417,0.433,-8.958,1,0.0726,0.0415,0.0,0.123,0.207,169.92,341823,4,hi,"['hi', 'ha', 'gu']",0.85106383,0.12765957,0.0212766
421,"Santhosh Dhayanidhi, Rakshitha Suresh",Kutty Pattas,in,1/14/21,0.895,0.467,-10.48,0,0.178,0.199,0.0,0.0802,0.742,132.955,239104,4,ta,"['ta', 'ml', 'kn']",0.625,0.15277778,0.06944444
422,"Pritam, Darshan Raval, Antara Mitra",Mehrama,in,1/14/21,0.56,0.632,-9.033,1,0.861,0.0334,0.013,0.0985,0.373,107.987,249416,4,hi,['hi'],1.0,0.0,0.0
423,"Badshah, Neha Kakkar","Garmi (From ""Street Dancer 3D"") (feat. Varun Dhawan)",in,1/14/21,0.788,0.87,-5.217,1,0.123,0.177,1.43e-05,0.0692,0.884,109.974,182739,4,en,"['en', 'ro', 'hi']",0.4,0.29090909,0.27272727
424,"DJ Snake, Justin Bieber",Let Me Love You,in,1/14/21,0.656,0.578,-8.97,0,0.235,0.0922,0.0,0.118,0.556,94.514,256733,4,en,['en'],1.0,0.0,0.0
425,"Sachet Tandon, Sachet-Parampara","Bekhayali (From ""Kabir Singh"")",in,1/14/21,0.308,0.585,-5.18,0,0.45,0.0428,0.0,0.319,0.345,171.843,371791,3,hi,"['hi', 'en']",0.91428571,0.08571429,0.0
426,"Jassa Dhillon, Gurlez Akhtar, Gur Sidhu",Raule,in,1/14/21,0.705,0.842,-2.851,0,0.207,0.207,0.0,0.251,0.849,169.935,195934,4,hi,"['hi', 'gu', 'ha']",0.66129032,0.08064516,0.0483871
427,Lauv,I Like Me Better,in,1/14/21,0.752,0.505,-7.621,1,0.535,0.253,2.55e-06,0.104,0.419,91.97,197437,4,en,['en'],1.0,0.0,0.0
428,Vilen,Chidiya,in,1/14/21,0.486,0.494,-8.56,1,0.715,0.0324,0.0,0.109,0.414,179.975,253333,4,sw,"['sw', 'en', 'ny']",0.63013699,0.15068493,0.04109589
429,Witt Lowry,Into Your Arms (feat. Ava Max),in,1/14/21,0.504,0.788,-4.113,0,0.0134,0.215,0.0,0.363,0.228,170.039,186022,4,en,['en'],1.0,0.0,0.0
430,"Pritam, Tochi Raina, Rekha Bhardwaj",Kabira,in,1/14/21,0.59,0.555,-6.861,1,0.481,0.0271,0.0,0.192,0.191,84.027,223460,4,hr,"['hr', 'bs']",0.86538462,0.13461538,0.0
431,"Tulsi Kumar, Darshan Raval",Tere Naal,in,1/14/21,0.315,0.491,-7.0,1,0.748,0.0311,0.0,0.128,0.245,109.966,198345,4,hi,"['hi', 'te', 'fy']",0.69230769,0.15384615,0.07692308
432,"Alan Walker, Sabrina Carpenter, Farruko",On My Way,in,1/14/21,0.443,0.538,-5.477,1,0.327,0.0309,4.61e-05,0.0866,0.245,157.97,213307,4,en,['en'],1.0,0.0,0.0
433,Ali Gatie,It's You,in,1/14/21,0.732,0.463,-6.972,0,0.374,0.0287,0.0,0.194,0.397,95.971,212607,4,en,['en'],1.0,0.0,0.0
434,"Akhil Sachdeva, Tulsi Kumar","Tera Ban Jaunga (From ""Kabir Singh"")",in,1/14/21,0.605,0.53,-6.346,1,0.821,0.0246,0.0,0.131,0.397,93.95,236437,4,hi,"['hi', 'gu', 'fi']",0.84615385,0.07692308,0.03846154
435,"Afsana Khan, Harrdy Sandhu, Sargun Mehta",Titliaan,in,1/14/21,0.745,0.757,-2.572,1,0.332,0.0333,0.0,0.125,0.712,123.962,195484,4,hi,"['hi', 'gu', 'ha']",0.4,0.2,0.13333333
436,JONY,Love Your Voice,in,1/14/21,0.608,0.83,-5.396,0,0.597,0.0948,3.5e-06,0.118,0.211,91.063,150330,4,en,"['en', 'ru', 'st']",0.51428571,0.22857143,0.17142857
437,Badshah,Genda Phool (feat. Payal Dev),in,1/14/21,0.955,0.538,-8.394,1,0.132,0.0734,0.00146,0.0704,0.837,116.977,170769,4,hi,"['hi', 'bn', 'en']",0.44117647,0.35294118,0.17647059
438,Justin Bieber,Intentions (feat. Quavo),in,1/14/21,0.806,0.546,-6.637,1,0.3,0.0575,0.0,0.102,0.874,147.986,212867,4,en,['en'],1.0,0.0,0.0
439,Charlie Puth,Attention,in,1/14/21,0.775,0.613,-4.586,0,0.109,0.0542,2.33e-05,0.134,0.797,100.066,208787,4,en,['en'],1.0,0.0,0.0
440,"Ayushmann Khurrana, Tanishk-Vayu","Mere Liye Tum Kaafi Ho (From ""Shubh Mangal Zyada Saavdhan"")",in,1/14/21,0.701,0.638,-3.711,1,0.492,0.302,0.0,0.153,0.813,177.867,132158,4,hi,['hi'],1.0,0.0,0.0
441,"Alan Walker, Ava Max","Alone, Pt. II",in,1/14/21,0.67,0.668,-4.306,0,0.536,0.0422,0.0,0.133,0.608,88.033,179053,4,en,"['en', 'es']",0.7027027,0.2972973,0.0
442,"Jass Manak, DIVINE",No Competition,in,1/14/21,0.859,0.61,-5.875,0,0.798,0.26,0.0,0.131,0.649,100.095,115749,4,en,"['en', 'el', 'es']",0.98732171,0.00158479,0.00158479
443,"Sweetaj Brar, Yo Yo Honey Singh","Care Ni Karda (From ""Chhalaang"")",in,1/14/21,0.937,0.729,-2.931,1,0.129,0.094,0.0,0.291,0.736,114.671,192993,5,hi,['hi'],1.0,0.0,0.0
444,Arijit Singh,Jaan 'Nisaar (Arijit),in,1/14/21,0.481,0.392,-8.2,1,0.478,0.0246,0.0,0.122,0.257,91.796,238370,4,hi,"['hi', 'da', 'so']",0.95522388,0.02985075,0.01492537
445,"Jubin Nautiyal, Rocky - Shiv",Humnava Mere,in,1/14/21,0.401,0.553,-8.263,0,0.47,0.0337,2.96e-06,0.124,0.364,79.144,328992,4,hi,['hi'],1.0,0.0,0.0
446,Ved Sharma,"Malang (Title Track) [From ""Malang - Unleash The Madness""]",in,1/14/21,0.384,0.728,-6.503,0,0.329,0.0623,1.85e-05,0.329,0.311,156.396,287374,4,en,"['en', 'und']",0.98484848,0.01515152,0.0
447,"Yo Yo Honey Singh, Ipsitaa",First Kiss,in,1/14/21,0.615,0.889,-2.539,1,0.00388,0.0371,0.0,0.0947,0.659,131.96,280347,4,en,['en'],1.0,0.0,0.0
448,"Kina, Adriana Proenza",Can We Kiss Forever?,in,1/14/21,0.522,0.128,-18.717,1,0.894,0.0357,0.026,0.0941,0.124,109.986,187932,4,en,"['en', 'und', 'es']",0.82931354,0.05565863,0.01113173
449,"AP Dhillon, Intense",Toxic,in,1/14/21,0.774,0.838,-3.914,0,0.0249,0.114,0.025,0.242,0.924,143.04,198800,4,hi,"['hi', 'en', 'ar']",0.42105263,0.29824561,0.28070175
450,Arijit Singh,"Tera Yaar Hoon Main (From ""Sonu Ke Titu Ki Sweety"")",in,1/14/21,0.559,0.541,-5.525,1,0.34,0.0313,4.66e-06,0.102,0.309,83.978,264806,4,hi,"['hi', 'gu']",0.94736842,0.05263158,0.0
451,B Praak,Mazaa,in,1/14/21,0.38,0.629,-3.673,1,0.231,0.0374,0.0,0.0761,0.416,69.887,263666,4,hi,['hi'],1.0,0.0,0.0
452,Arijit Singh,"Tum Hi Ho (From ""Aashiqui 2"")",in,1/14/21,0.528,0.449,-6.25,0,0.785,0.025,0.0,0.122,0.317,94.058,261974,4,en,"['en', 'hi', 'ar']",0.62962963,0.18518519,0.07407407
453,"Neha Kakkar, Tulsi Kumar, B Praak","O Saki Saki (From ""Batla House"")",in,1/14/21,0.737,0.961,-0.155,0,0.163,0.0747,0.0,0.361,0.567,108.014,191089,4,en,['en'],1.0,0.0,0.0
454,Imran Khan,Satisfya,in,1/14/21,0.726,0.652,-7.764,0,0.00451,0.11,3.32e-05,0.226,0.803,163.879,180056,4,hi,['hi'],1.0,0.0,0.0
455,"Mika Singh, Payal Dev, Neha Kakkar, Badshah","Sawan Mein Lag Gayi Aag (From ""Ginny Weds Sunny"")",in,1/14/21,0.792,0.813,-3.687,1,0.388,0.0513,2.29e-05,0.0541,0.868,130.058,226615,4,hi,"['hi', 'gu']",0.96153846,0.03846154,0.0
456,"Arijit Singh, Chinmayi","Mast Magan (From ""2 States"")",in,1/14/21,0.659,0.774,-7.014,1,0.606,0.0372,0.000333,0.185,0.883,82.995,280161,4,en,"['en', 'fr', 'nl']",0.95945946,0.00900901,0.00900901
457,Arijit Singh,"Humdard (From ""Ek Villain"")",in,1/14/21,0.572,0.541,-6.45,1,0.759,0.0245,0.0,0.111,0.266,87.01,260590,4,en,['en'],1.0,0.0,0.0
458,Ellie Goulding,"Love Me Like You Do - From ""Fifty Shades Of Grey""",in,1/14/21,0.262,0.606,-6.646,1,0.247,0.0484,0.0,0.125,0.275,189.857,252534,4,en,['en'],1.0,0.0,0.0
459,Billie Eilish,bad guy,in,1/14/21,0.701,0.425,-10.965,1,0.328,0.375,0.13,0.1,0.562,135.128,194088,4,en,['en'],1.0,0.0,0.0
460,"Jawsh 685, Jason Derulo",Savage Love (Laxed ‚Äì Siren Beat) [BTS Remix],in,1/14/21,0.767,0.481,-8.52,0,0.234,0.0803,0.0,0.269,0.761,150.076,171375,4,tr,"['tr', 'en']",0.97916667,0.02083333,0.0
461,ROS√â,Gone,in,1/14/21,0.521,0.746,-6.173,1,0.00985,0.0351,0.0,0.0741,0.473,149.977,205960,4,en,['en'],1.0,0.0,0.0
462,"Jawsh 685, Jason Derulo",Savage Love (Laxed - Siren Beat),in,1/14/21,0.767,0.481,-8.52,0,0.234,0.0803,0.0,0.269,0.761,150.076,171375,4,tr,"['tr', 'en']",0.97916667,0.02083333,0.0
463,Sub Urban,Cradles,in,1/14/21,0.534,0.589,-1.865,1,0.256,0.325,6.02e-05,0.176,0.632,78.616,209829,4,en,['en'],1.0,0.0,0.0
464,"Tulsi Kumar, Darshan Raval, Sachet-Parampara",Is Qadar,in,1/14/21,0.671,0.904,-2.736,0,0.514,0.0506,3.23e-05,0.0642,0.811,90.971,226313,4,hi,"['hi', 'fr', 'it']",0.90243902,0.02439024,0.02439024
465,Serena,Safari,in,1/14/21,0.689,0.675,-4.281,1,0.531,0.32,3.17e-06,0.115,0.604,180.077,205600,4,en,['en'],1.0,0.0,0.0
466,Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),in,1/14/21,0.728,0.563,-8.053,0,0.621,0.134,0.0,0.179,0.352,100.017,217707,4,en,['en'],1.0,0.0,0.0
467,Selena Gomez,Baila Conmigo (with Rauw Alejandro),in,1/14/21,0.823,0.544,-7.132,1,0.0215,0.0715,0.00315,0.0966,0.664,149.903,186088,4,af,[],0.0,0.0,0.0
468,"Drake, WizKid, Kyla",One Dance,in,1/14/21,0.792,0.625,-5.609,1,0.00776,0.0536,0.0018,0.329,0.37,103.967,173987,4,en,"['en', 'el']",0.98484848,0.01515152,0.0
469,Maninder Buttar,Sakhiyaan,in,1/14/21,0.706,0.674,-5.932,1,0.3,0.044,0.0,0.202,0.359,83.001,179326,4,pa,['pa'],1.0,0.0,0.0
470,Doja Cat,Boss Bitch,in,1/14/21,0.707,0.955,-4.593,0,0.127,0.222,0.0,0.202,0.575,125.989,134240,4,en,"['en', 'so']",0.98461538,0.01538462,0.0
471,"A.R. Rahman, Jonita Gandhi, Hriday Gattani",Main Tumhara,in,1/14/21,0.236,0.14,-13.478,1,0.916,0.0343,0.000148,0.087,0.123,76.805,258726,4,en,['en'],1.0,0.0,0.0
472,Dua Lipa,Levitating,in,1/14/21,0.702,0.825,-3.787,0,0.00883,0.0601,0.0,0.0674,0.915,102.977,203064,4,en,"['en', 'vi']",0.92592593,0.07407407,0.0
473,"Javed-Mohsin, Arijit Singh, Shreya Ghoshal",Pal,in,1/14/21,0.447,0.625,-8.212,0,0.0351,0.323,0.000727,0.243,0.261,67.104,440013,4,hi,"['hi', 'ta', 'gu']",0.76923077,0.1025641,0.07692308
474,Atif Aslam,Dil Diyan Gallan,in,1/14/21,0.716,0.64,-8.726,1,0.565,0.025,0.00139,0.127,0.485,105.012,260537,4,hi,"['hi', 'ne']",0.96428571,0.03571429,0.0
475,Diljit Dosanjh,Born to Shine,in,1/14/21,0.745,0.826,-4.339,0,0.357,0.0866,0.0,0.302,0.674,90.149,213333,4,hi,"['hi', 'bn', 'gu']",0.54098361,0.18032787,0.16393443
476,"Sachet Tandon, Parampara Tandon, Sachet-Parampara","Mere Sohneya (From ""Kabir Singh"")",in,1/14/21,0.376,0.643,-5.713,1,0.558,0.0411,0.0,0.217,0.646,136.228,193356,5,hi,"['hi', 'mr', 'gu']",0.41176471,0.17647059,0.08823529
477,Darshan Raval,Asal Mein,in,1/14/21,0.656,0.551,-6.43,1,0.721,0.0299,1.26e-06,0.0947,0.329,114.106,224240,4,hi,"['hi', 'mr']",0.93478261,0.06521739,0.0
478,"AP Dhillon, Gurinder Gill, Money Musik",Saada Pyaar,in,1/14/21,0.743,0.655,-5.228,0,0.0391,0.0866,0.0,0.118,0.164,91.004,213626,4,hi,['hi'],1.0,0.0,0.0
479,Gajendra Verma,"Mann Mera (From ""Table No. 21"")",in,1/14/21,0.54,0.774,-7.873,0,0.0524,0.0444,0.0,0.142,0.384,191.809,198125,4,hi,"['hi', 'kn', 'mr']",0.68518519,0.09259259,0.05555556
480,Harnoor,Moonlight,in,1/14/21,0.921,0.537,-5.723,0,0.556,0.0804,0.00404,0.102,0.711,128.009,135090,4,en,['en'],1.0,0.0,0.0
481,"Arijit Singh, Harshdeep Kaur",Zaalima,in,1/14/21,0.486,0.898,-3.791,1,0.309,0.171,0.0,0.0886,0.648,88.335,299333,4,hi,"['hi', 'ny', 'ca']",0.89189189,0.05405405,0.02702703
482,"Pritam, Arijit Singh",Channa Mereya,in,1/14/21,0.476,0.788,-4.821,0,0.237,0.0446,2.49e-05,0.106,0.746,90.066,289333,4,hi,"['hi', 'kn', 'jw']",0.49152542,0.37288136,0.13559322
483,"AP Dhillon, Gurinder Gill, Money Musik, AR Paisley",Takeover,in,1/14/21,0.731,0.801,-5.194,1,0.0363,0.32,0.0,0.0844,0.774,86.643,313107,4,sv,"['sv', 'en', 'da']",0.875,0.08928571,0.01785714
484,Anuv Jain,Baarishein,in,1/14/21,0.475,0.124,-9.463,1,0.926,0.0444,0.0,0.0972,0.19,94.42,207310,4,hi,['hi'],1.0,0.0,0.0
485,"Pritam, Arijit Singh",Ae Dil Hai Mushkil Title Track,in,1/14/21,0.495,0.654,-6.639,0,0.713,0.0679,0.0,0.165,0.35,123.896,269032,4,hi,"['hi', 'gu']",0.96428571,0.03571429,0.0
486,"Selena Gomez, Marshmello",Wolves,in,1/14/21,0.724,0.675,-5.267,1,0.0978,0.0867,9.41e-06,0.351,0.325,160.048,199758,4,en,['en'],1.0,0.0,0.0
487,Tagne,Nadi Canadi,ma,1/14/21,0.617,0.557,-9.162,0,0.772,0.199,0.0,0.0775,0.654,174.09,221379,3,ar,"['ar', 'fr', 'gu']",0.5,0.40909091,0.01515152
488,ElGrandeToto,Mghayer,ma,1/14/21,0.536,0.697,-7.639,0,0.277,0.0392,1.6e-05,0.182,0.438,166.794,212649,4,ar,"['ar', 'fr', 'pl']",0.61538462,0.32692308,0.05769231
489,ElGrandeToto,ALOHA!,ma,1/14/21,0.807,0.712,-5.757,1,0.532,0.1,2.37e-05,0.163,0.792,100.004,241659,4,ar,"['ar', 'fr', 'en']",0.38461538,0.30769231,0.18461538
490,"ElGrandeToto, Smallx",Thezz (feat. Small X),ma,1/14/21,0.782,0.68,-8.206,0,0.345,0.319,1.31e-05,0.242,0.671,143.101,208666,4,ar,"['ar', 'fr', 'en']",0.45,0.3625,0.125
491,ElGrandeToto,Tango,ma,1/14/21,0.965,0.665,-4.789,0,0.125,0.249,0.0,0.0401,0.849,131.018,172499,4,ar,"['ar', 'fr', 'en']",0.46938776,0.20408163,0.14285714
492,Inkonnu,7ali Ya 7ali,ma,1/14/21,0.792,0.575,-10.858,0,0.451,0.235,1.08e-06,0.104,0.462,126.059,165714,4,ar,"['ar', 'cy', 'ny']",0.9375,0.03125,0.03125
493,"ElGrandeToto, Lefa",Ailleurs,ma,1/14/21,0.65,0.545,-7.712,0,0.271,0.0514,7.34e-06,0.102,0.113,76.503,240924,4,fr,"['fr', 'ar', 'pt']",0.70967742,0.25806452,0.01612903
494,ElGrandeToto,Obscurité (feat. Hamza),ma,1/14/21,0.749,0.532,-8.329,0,0.361,0.0435,2.82e-06,0.254,0.606,75.012,285554,4,fr,"['fr', 'ar', 'en']",0.55384615,0.27692308,0.07692308
495,"CKay, ElGrandeToto",love nwantiti (feat. ElGrande Toto) - North African Remix,ma,1/14/21,0.655,0.708,-6.403,0,0.568,0.141,0.00117,0.113,0.525,186.017,188093,4,ar,"['ar', 'en', 'fr']",0.45833333,0.375,0.14583333
496,"Izi, 7ari",Sabab 3lach,ma,1/14/21,0.779,0.357,-11.842,1,0.317,0.0646,0.0,0.0902,0.39,121.966,220328,4,ar,"['ar', 'bn', 'fr']",0.8627451,0.01960784,0.01960784
497,"ElGrandeToto, Damso",Etranger,ma,1/14/21,0.646,0.622,-7.93,0,0.0807,0.393,0.0,0.0927,0.25,176.073,208203,4,fr,"['fr', 'ar', 'en']",0.62295082,0.27868852,0.03278689
498,"Nessyou, DJ Sim-H, ElGrandeToto",Passe Passe,ma,1/14/21,0.726,0.747,-9.301,0,0.00563,0.538,1.72e-06,0.35,0.246,182.148,273967,4,ar,"['ar', 'fr', 'en']",0.55555556,0.27777778,0.05555556
499,"Inkonnu, Nouvo",Moral,ma,1/14/21,0.572,0.406,-8.624,1,0.587,0.0427,4.48e-06,0.102,0.265,119.812,201084,4,ar,"['ar', 'fr', 'en']",0.79310345,0.12068966,0.05172414
500,ElGrandeToto,Santa Fe,ma,1/14/21,0.242,0.0192,-31.191,1,0.994,0.054,0.885,0.102,0.0354,134.542,230000,3,ar,"['ar', 'fr', 'en']",0.40458015,0.22900763,0.18320611
501,"Anys, Dizzy DROS",Kobe,ma,1/14/21,0.767,0.757,-5.514,1,0.072,0.062,2.5e-06,0.336,0.573,96.062,225787,4,en,"['en', 'ar', 'bn']",0.66666667,0.25396825,0.01587302
502,Inkonnu,Zahri,ma,1/14/21,0.469,0.49,-10.724,0,0.674,0.207,0.0,0.0911,0.349,84.562,200599,4,ar,"['ar', 'fr', 'en']",0.796296296,0.092592593,0.037037037
503,ElGrandeToto,#OuDiriHakka,ma,1/14/21,0.876,0.678,-7.479,1,0.549,0.161,0.0,0.191,0.617,103.083,171768,4,en,"['en', 'sm', 'fr']",0.295081967,0.229508197,0.180327869
504,Figoshin,303,ma,1/14/21,0.495,0.771,-9.752,1,0.502,0.126,7.29e-05,0.143,0.805,81.615,449480,4,ar,"['ar', 'it', 'en']",0.833333333,0.083333333,0.041666667
505,7ari,L'baida mon amour,ma,1/14/21,0.757,0.779,-5.901,0,0.148,0.0533,0.000322,0.0782,0.464,109.989,172067,4,ar,"['ar', 'fr', 'en']",0.921052632,0.052631579,0.026315789
506,"Dollypran, Smallx",A.C.N.D,ma,1/14/21,0.748,0.557,-10.08,1,0.16,0.335,8.87e-05,0.0938,0.457,146.136,230171,4,ar,"['ar', 'fr', 'gu']",0.492307692,0.323076923,0.107692308
507,Smallx,Maalish,ma,1/14/21,0.539,0.373,-10.348,0,0.261,0.139,0.0,0.156,0.438,64.055,198000,4,ar,"['ar', 'ht']",0.964285714,0.035714286,0.0
508,ElGrandeToto,WAH (feat. 3robi),ma,1/14/21,0.799,0.499,-8.838,0,0.284,0.343,0.0,0.558,0.678,120.006,121652,4,ar,"['ar', 'nl', 'id']",0.31147541,0.196721311,0.163934426
509,"Saad Lamjarred, Zouhair Bahaoui",Lewjah Tani,ma,1/14/21,0.64,0.717,-6.04,1,0.171,0.107,0.0,0.349,0.823,92.529,210968,3,ar,"['ar', 'fr', 'ha']",0.857142857,0.071428571,0.035714286
510,Mons,Cartable,ma,1/14/21,0.684,0.555,-9.4,1,0.396,0.049,0.0,0.0924,0.625,96.021,192741,4,ar,"['ar', 'hi', 'fr']",0.847826087,0.065217391,0.043478261
511,ElGrandeToto,Bent Nass,ma,1/14/21,0.773,0.702,-4.391,1,0.523,0.0479,5.82e-05,0.155,0.0662,143.012,250740,4,fr,"['fr', 'ar', 'ca']",0.59375,0.1875,0.0625
512,"Anys, ElGrandeToto",Grammy,ma,1/14/21,0.676,0.432,-9.51,1,0.00163,0.502,3.84e-06,0.0799,0.12,145.869,220427,4,ar,"['ar', 'en', 'fr']",0.53968254,0.142857143,0.142857143
513,"Inkonnu, Smallx",Ouh Ouh,ma,1/14/21,0.749,0.726,-5.423,0,0.628,0.0423,0.0,0.0952,0.589,97.009,191433,4,ar,"['ar', 'en', 'haw']",0.823529412,0.137254902,0.039215686
514,Balti,Ya Hasra,ma,1/14/21,0.459,0.606,-4.993,0,0.141,0.19,1.18e-06,0.143,0.765,187.97,340928,4,ar,"['ar', 'pl']",0.941176471,0.058823529,0.0
515,Pause,Megalomania,ma,1/14/21,0.532,0.943,-4.549,0,0.0056,0.0512,0.000587,0.317,0.371,140.042,294800,4,ar,"['ar', 'fr', 'bn']",0.761904762,0.071428571,0.023809524
516,Draganov,BEAU-COUP,ma,1/14/21,0.658,0.492,-11.685,0,0.383,0.315,0.0,0.214,0.674,80.086,160500,4,ar,"['ar', 'en', 'fr']",0.732142857,0.107142857,0.107142857
517,Dizzy DROS,Nota,ma,1/14/21,0.806,0.929,-3.017,1,0.263,0.121,0.0,0.0622,0.602,97.99,232373,4,ar,"['ar', 'en', 'ha']",0.52,0.32,0.08
518,ElGrandeToto,La Paille (feat. Farid Bang),ma,1/14/21,0.527,0.658,-6.151,1,0.31,0.4,0.0,0.0968,0.239,156.947,232479,4,fr,"['fr', 'cs', 'it']",0.625,0.125,0.0625
519,"Nessyou, L'Morphine",Albania,ma,1/14/21,0.718,0.8,-10.589,0,0.164,0.493,0.0,0.193,0.629,76.966,127735,4,fr,"['fr', 'en', 'ar']",0.532258065,0.14516129,0.129032258
520,ElGrandeToto,Mikasa,ma,1/14/21,0.501,0.991,-1.731,1,2.46e-05,0.0996,0.0,0.107,0.222,110.001,189858,3,ar,"['ar', 'en', 'es']",0.711111111,0.177777778,0.088888889
521,"Inkonnu, Asmae",Mgwani,ma,1/14/21,0.685,0.337,-11.101,0,0.512,0.456,0.0,0.0986,0.533,76.812,199481,4,ar,"['ar', 'fr', 'hi']",0.909090909,0.022727273,0.022727273
522,"Stormy, Inkonnu",Mizane,ma,1/14/21,0.776,0.611,-5.782,0,0.497,0.0343,0.0,0.135,0.695,121.973,177049,4,en,"['en', 'it']",0.981818182,0.018181818,0.0
523,Tesher,Jalebi Baby,ma,1/14/21,0.68,0.895,-7.144,1,0.0156,0.0378,0.000374,0.145,0.824,93.037,189375,4,ar,"['ar', 'it', 'hi']",0.378787879,0.181818182,0.166666667
524,"Tagne, Stormy, Khtek",Fratello,ma,1/14/21,0.238,0.356,-8.654,1,0.938,0.0302,0.000505,0.0973,0.142,77.863,276149,4,ar,"['ar', 'fa']",0.875,0.125,0.0
525,Mouh Milano,Machafouhach,ma,1/14/21,0.755,0.82,-7.953,1,0.134,0.0374,5.51e-06,0.185,0.6,104.983,294524,4,ar,"['ar', 'en', 'fr']",0.727272727,0.181818182,0.036363636
526,Inkonnu,Arabi,ma,1/14/21,0.507,0.197,-15.568,0,0.689,0.0406,0.0,0.214,0.497,128.946,79293,4,ar,"['ar', 'fr', 'sv']",0.32,0.28,0.18
527,ElGrandeToto,Halla halla,ma,1/14/21,0.663,0.691,-5.916,0,0.156,0.0292,0.00228,0.185,0.438,75.501,174897,4,ar,"['ar', 'en']",0.870967742,0.129032258,0.0
528,"Inkonnu, Hindi Zahra",3ala Toul,ma,1/14/21,0.638,0.475,-9.96,1,0.582,0.126,0.000232,0.102,0.239,171.993,160814,4,fr,"['fr', 'ar', 'en']",0.575757576,0.318181818,0.03030303
529,NORDO,Ya Denya,ma,1/14/21,0.491,0.673,-9.168,0,0.346,0.191,1.42e-06,0.109,0.76,179.647,252262,4,ar,"['ar', 'fr', 'en']",0.875,0.075,0.025
530,Snor,Lalala,ma,1/14/21,0.843,0.391,-7.899,1,0.181,0.0845,0.0,0.137,0.496,129.972,160627,4,ar,"['ar', 'fr', 'it']",0.815789474,0.157894737,0.026315789
531,"Tagne, Snor",FLOUKA,ma,1/14/21,0.6,0.859,-5.178,0,0.26,0.0401,0.000335,0.0915,0.556,79.973,208513,4,fr,"['fr', 'en', 'ar']",0.571428571,0.196428571,0.125
532,ElGrandeToto,C.V.D.I.,ma,1/14/21,0.629,0.785,-6.306,0,0.383,0.185,4.57e-05,0.138,0.469,74.971,211423,4,ar,"['ar', 'hi', 'en']",0.87037037,0.037037037,0.018518519
533,kouz1,Trap Roumi V2,ma,1/14/21,0.756,0.42,-10.376,1,0.396,0.0578,0.0536,0.123,0.451,99.953,205846,4,ar,"['ar', 'en', 'ps']",0.921052632,0.052631579,0.026315789
534,NORDO,3arbouch,ma,1/14/21,0.716,0.79,-6.157,0,0.358,0.1,0.0216,0.147,0.239,93.981,184468,4,ar,"['ar', 'ca', 'hi']",0.523809524,0.19047619,0.158730159
